software,file,line,coverage,original,mutated,task,Status,ExitCode_blank,ExitCode,job,Elapsed,hours,megabytes,State_batch,State_blank,State_extern,ExitCode_batch,ExitCode_extern,passed
data.table,data.table.R,203,1266,"tryCatch(!is.symbol(tt_isub), error=function(e)TRUE) &&   # a symbol that inherits missingness from caller isn't missing for our purpose; test 1974","tryCatch(is.symbol(tt_isub), error=function(e)TRUE) &&   # a symbol that inherits missingness from caller isn't missing for our purpose; test 1974",592,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:06,0.0516666666666667,290.33203125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,224,48846,"nomatch0 = identical(nomatch,0) || identical(nomatch,0L) || identical(nomatch, FALSE)  # for warning with row-numbers in i; #4353","nomatch0 = identical(0,nomatch) || identical(nomatch,0L) || identical(nomatch, FALSE)  # for warning with row-numbers in i; #4353",702,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:04,0.0511111111111111,252.046875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,224,48846,"nomatch0 = identical(nomatch,0) || identical(nomatch,0L) || identical(nomatch, FALSE)  # for warning with row-numbers in i; #4353","nomatch0 = identical(nomatch,0) || identical(0L,nomatch) || identical(nomatch, FALSE)  # for warning with row-numbers in i; #4353",703,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:04,0.0511111111111111,246.21875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,224,48846,"nomatch0 = identical(nomatch,0) || identical(nomatch,0L) || identical(nomatch, FALSE)  # for warning with row-numbers in i; #4353","nomatch0 = identical(nomatch,0) || identical(nomatch,0L) || identical( FALSE,nomatch)  # for warning with row-numbers in i; #4353",704,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:57,0.0491666666666667,287.0859375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,294,7,"jsub = jsub[[2L]]  # to allow {} wrapping of := e.g. [,{`:=`(...)},] [#376]","jsub = jsub[[-1L]]  # to allow {} wrapping of := e.g. [,{`:=`(...)},] [#376]",939,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:38,0.0605555555555556,764.70703125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,305,1384,"jsub = eval(jsub[[2L]], parent.frame(), parent.frame())  # this evals the symbol to return the dynamic expression","jsub = eval(jsub[[-1L]], parent.frame(), parent.frame())  # this evals the symbol to return the dynamic expression",986,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:32,0.0588888888888889,765,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,431,4,if (is.numeric(i) && ncol(i)==1L) { # #826 - subset DT on single integer vector stored as matrix,if (is.numeric(i) && ncol(i)<=1L) { # #826 - subset DT on single integer vector stored as matrix,1320,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:28,0.0577777777777778,362.17578125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,434,1,"stopf(""""i is invalid type (matrix). Perhaps in future a 2 column matrix could return a list of elements of DT (in the spirit of A[B] in FAQ 2.14). Please report to data.table issue tracker if you'd like this, or add your comments to FR #657."""")","stopf(""""i is invalid type (matrix). Perhaps in future a 2 column matrix could return a list of elements of DT (in the spirit of A[B] in FAQ 2.14). Please report to data.table issue tracker if you'd like this, or add your comments to FR #657."""")
break;",1333,"1 WARNING, 1 NOTE",0:0,"WARNING:whether package ‘data.table’ can be installed, NOTE:installed package size",9793215,00:03:22,0.0561111111111111,407.3125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,434,1,"stopf(""""i is invalid type (matrix). Perhaps in future a 2 column matrix could return a list of elements of DT (in the spirit of A[B] in FAQ 2.14). Please report to data.table issue tracker if you'd like this, or add your comments to FR #657."""")","stopf(""""i is invalid type (matrix). Perhaps in future a 2 column matrix could return a list of elements of DT (in the spirit of A[B] in FAQ 2.14). Please report to data.table issue tracker if you'd like this, or add your comments to FR #657."""")
continue;",1334,2 NOTEs,0:0,"NOTE:installed package size, NOTE:R code for possible problems",9793215,00:03:22,0.0561111111111111,355.80859375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,448,3,"else if (identical(class(i),""""data.frame"""")) { i = as.data.table(i) }   # TO DO: avoid these as.data.table() and use a flag instead","else if (identical(class(i),"""""""")) { i = as.data.table(i) }   # TO DO: avoid these as.data.table() and use a flag instead",1379,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:47,0.0630555555555556,288.484375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,448,3,"else if (identical(class(i),""""data.frame"""")) { i = as.data.table(i) }   # TO DO: avoid these as.data.table() and use a flag instead","else if (identical(""""data.frame"""",class(i))) { i = as.data.table(i) }   # TO DO: avoid these as.data.table() and use a flag instead",1380,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:47,0.0630555555555556,288.5,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,480,2286,"if (any(ops > 1L)) { ## fix for #4489;  ops = c(""""=="""", """"<="""", """"<"""", """">="""", """">"""", """"!="""")","if (any(ops >= 1L)) { ## fix for #4489;  ops = c(""""=="""", """"<="""", """"<"""", """">="""", """">"""", """"!="""")",1469,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:33,0.0591666666666667,307.578125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,480,2286,"if (any(ops > 1L)) { ## fix for #4489;  ops = c(""""=="""", """"<="""", """"<"""", """">="""", """">"""", """"!="""")","if (any(ops != 1L)) { ## fix for #4489;  ops = c(""""=="""", """"<="""", """"<"""", """">="""", """">"""", """"!="""")",1471,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:36,0.06,1011.078125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,480,2286,"if (any(ops > 1L)) { ## fix for #4489;  ops = c(""""=="""", """"<="""", """"<"""", """">="""", """">"""", """"!="""")","if (any(ops > 0L)) { ## fix for #4489;  ops = c(""""=="""", """"<="""", """"<"""", """">="""", """">"""", """"!="""")",1472,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:42,0.0616666666666667,357.87890625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,480,2286,"if (any(ops > 1L)) { ## fix for #4489;  ops = c(""""=="""", """"<="""", """"<"""", """">="""", """">"""", """"!="""")","if (any(ops > -1L)) { ## fix for #4489;  ops = c(""""=="""", """"<="""", """"<"""", """">="""", """">"""", """"!="""")",1473,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:42,0.0616666666666667,357.87890625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,497,2891,"if (notjoin && (byjoin || mult != """"all"""")) { # mult != """"all"""" needed for #1571","if (notjoin && (byjoin || mult > """"all"""")) { # mult != """"all"""" needed for #1571",1521,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:25,0.0569444444444445,993.921875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,515,2847,allGrp1 = all(ops==1L) # was previously 'ans$allGrp1'. Fixing #1991. TODO: Revisit about allGrp1 possibility for speedups in certain cases when I find some time.,allGrp1 = all(ops<=1L) # was previously 'ans$allGrp1'. Fixing #1991. TODO: Revisit about allGrp1 possibility for speedups in certain cases when I find some time.,1597,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:19,0.0552777777777778,288.70703125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,515,2847,allGrp1 = all(ops==1L) # was previously 'ans$allGrp1'. Fixing #1991. TODO: Revisit about allGrp1 possibility for speedups in certain cases when I find some time.,allGrp1 = all(ops<1L) # was previously 'ans$allGrp1'. Fixing #1991. TODO: Revisit about allGrp1 possibility for speedups in certain cases when I find some time.,1600,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:57,0.0491666666666667,283.79296875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,515,2847,allGrp1 = all(ops==1L) # was previously 'ans$allGrp1'. Fixing #1991. TODO: Revisit about allGrp1 possibility for speedups in certain cases when I find some time.,allGrp1 = all(ops==0L) # was previously 'ans$allGrp1'. Fixing #1991. TODO: Revisit about allGrp1 possibility for speedups in certain cases when I find some time.,1602,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:45,0.0458333333333333,963.5390625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,515,2847,allGrp1 = all(ops==1L) # was previously 'ans$allGrp1'. Fixing #1991. TODO: Revisit about allGrp1 possibility for speedups in certain cases when I find some time.,allGrp1 = all(ops==-1L) # was previously 'ans$allGrp1'. Fixing #1991. TODO: Revisit about allGrp1 possibility for speedups in certain cases when I find some time.,1604,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:58,0.0494444444444445,283.77734375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,553,13,allLen1 = FALSE # TODO; should this always be FALSE?,allLen0 = FALSE # TODO; should this always be FALSE?,1737,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:36,0.06,288.26171875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,560,439,"if (is.null(nomatch)) irows = irows[len__>0L]  # 0s are len 0, so this removes -1 irows","if (is.null(nomatch)) irows = irows[len__>=0L]  # 0s are len 0, so this removes -1 irows",1759,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:42,0.0616666666666667,503.74609375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,560,439,"if (is.null(nomatch)) irows = irows[len__>0L]  # 0s are len 0, so this removes -1 irows","if (is.null(nomatch)) irows = irows[len__!=0L]  # 0s are len 0, so this removes -1 irows",1761,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:42,0.0616666666666667,764.69921875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,560,439,"if (is.null(nomatch)) irows = irows[len__>0L]  # 0s are len 0, so this removes -1 irows","if (is.null(nomatch)) irows = irows[len__>-1L]  # 0s are len 0, so this removes -1 irows",1763,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:42,0.0616666666666667,747.28515625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,567,1507,"if (mult==""""all"""" && !allGrp1) { # following #1991 fix, !allGrp1 will always be TRUE. TODO: revisit.","if (mult<=""""all"""" && !allGrp1) { # following #1991 fix, !allGrp1 will always be TRUE. TODO: revisit.",1776,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:42,0.0616666666666667,357.453125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,567,1507,"if (mult==""""all"""" && !allGrp1) { # following #1991 fix, !allGrp1 will always be TRUE. TODO: revisit.","if (mult>=""""all"""" && !allGrp1) { # following #1991 fix, !allGrp1 will always be TRUE. TODO: revisit.",1777,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:35,0.0597222222222222,291.0390625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,567,1507,"if (mult==""""all"""" && !allGrp1) { # following #1991 fix, !allGrp1 will always be TRUE. TODO: revisit.","if (mult==""""all"""" || !allGrp1) { # following #1991 fix, !allGrp1 will always be TRUE. TODO: revisit.",1784,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:29,0.0580555555555556,288.70703125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,582,538,"irows = fsort(irows, internal=TRUE) ## internally, fsort on integer falls back to forderv","irows = fsort( internal=TRUE,irows) ## internally, fsort on integer falls back to forderv",1836,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:03,0.0508333333333333,737.6640625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,608,1055,if (length(i)==1L  # to avoid unname copy when length(i)==nrow (normal case we don't want to slow down),if (length(i)<=1L  # to avoid unname copy when length(i)==nrow (normal case we don't want to slow down),1892,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:09,0.0525,429.48828125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,608,1055,if (length(i)==1L  # to avoid unname copy when length(i)==nrow (normal case we don't want to slow down),if (length(i)>=1L  # to avoid unname copy when length(i)==nrow (normal case we don't want to slow down),1893,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:09,0.0525,286.265625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,709,25708,"if (jsub %iscall% c(""""!"""", """"-"""") && length(jsub)==2L) {  # length 2 to only match unary, #2109","if (jsub %iscall% c(""""!"""", """"-"""") && length(jsub)<=2L) {  # length 2 to only match unary, #2109",2156,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:41,0.0780555555555556,914.375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,709,25708,"if (jsub %iscall% c(""""!"""", """"-"""") && length(jsub)==2L) {  # length 2 to only match unary, #2109","if (jsub %iscall% c(""""!"""", """"-"""") && length(jsub)>=2L) {  # length 2 to only match unary, #2109",2157,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:41,0.0780555555555556,582.0859375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,709,25708,"if (jsub %iscall% c(""""!"""", """"-"""") && length(jsub)==2L) {  # length 2 to only match unary, #2109","if (jsub %iscall% c( """"-"""",""""!"""") && length(jsub)==2L) {  # length 2 to only match unary, #2109",2168,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:57,0.0658333333333333,1241.8046875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,757,2,"stopf(""""When with=FALSE, j-argument should be of type logical/character/integer indicating the columns to select."""") # fix for #1440.","stopf(""""When with=FALSE, j-argument should be of type logical/character/integer indicating the columns to select."""") # fix for #1440.
break;",2371,"1 WARNING, 1 NOTE",0:0,"WARNING:whether package ‘data.table’ can be installed, NOTE:installed package size",9793215,00:04:37,0.0769444444444444,601.0546875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,757,2,"stopf(""""When with=FALSE, j-argument should be of type logical/character/integer indicating the columns to select."""") # fix for #1440.","stopf(""""When with=FALSE, j-argument should be of type logical/character/integer indicating the columns to select."""") # fix for #1440.
continue;",2372,2 NOTEs,0:0,"NOTE:installed package size, NOTE:R code for possible problems",9793215,00:04:37,0.0769444444444444,601,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,860,516,if (is.null(nomatch)) irows = irows[irows!=0L]   # TO DO: can be removed now we have CisSortedSubset,if (is.null(nomatch)) irows = irows[irows>=0L]   # TO DO: can be removed now we have CisSortedSubset,2719,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:20,0.0555555555555556,290.21484375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,860,516,if (is.null(nomatch)) irows = irows[irows!=0L]   # TO DO: can be removed now we have CisSortedSubset,if (is.null(nomatch)) irows = irows[irows>0L]   # TO DO: can be removed now we have CisSortedSubset,2720,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:19,0.0552777777777778,290.5,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,860,516,if (is.null(nomatch)) irows = irows[irows!=0L]   # TO DO: can be removed now we have CisSortedSubset,if (is.null(nomatch)) irows = irows[irows!=-1L]   # TO DO: can be removed now we have CisSortedSubset,2723,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:21,0.0558333333333333,290.6171875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,899,2,if (length(byval)==1L && is.null(byval[[1L]])) bynull=TRUE #3530 when by=(function()NULL)(),if (length(byval)>=1L && is.null(byval[[1L]])) bynull=TRUE #3530 when by=(function()NULL)(),2852,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:36,0.0433333333333333,746.8671875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,910,1,if (is.name(bysubl[[1L]]) && bysubl[[1L]] == '{') bysubl = bysubl[[length(bysubl)]] # fix for #3156,if (is.name(bysubl[[1L]]) && bysubl[[1L]] >= '{') bysubl = bysubl[[length(bysubl)]] # fix for #3156,2918,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:46,0.0461111111111111,894.87890625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,940,18871,"if (length(x)!=1L) stopf(""""Internal error: drop_dot passed %d items"""", length(x))  # nocov","if (length(x)>1L) stopf(""""Internal error: drop_dot passed %d items"""", length(x))  # nocov",3020,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:06,0.0516666666666667,286.84375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,940,18871,"if (length(x)!=1L) stopf(""""Internal error: drop_dot passed %d items"""", length(x))  # nocov","if (length(x)<1L) stopf(""""Internal error: drop_dot passed %d items"""", length(x))  # nocov",3021,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:34,0.0427777777777778,729.27734375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,940,18871,"if (length(x)!=1L) stopf(""""Internal error: drop_dot passed %d items"""", length(x))  # nocov","if (length(x)!=1L) stopf("""""""", length(x))  # nocov",3026,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:02,0.0505555555555556,268.890625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,940,18871,"if (length(x)!=1L) stopf(""""Internal error: drop_dot passed %d items"""", length(x))  # nocov","if (length(x)!=1L) stopf( length(x,""""Internal error: drop_dot passed %d items""""))  # nocov",3027,2 NOTEs,0:0,"NOTE:installed package size, NOTE:R code for possible problems",9793215,00:03:10,0.0527777777777778,377.29296875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,972,1327,return(q) # else empty list is needed for test 468: adding an empty list column,"return(q) # else empty list is needed for test 468: adding an empty list column
break;",3207,"1 WARNING, 1 NOTE",0:0,"WARNING:whether package ‘data.table’ can be installed, NOTE:installed package size",9793215,00:03:53,0.0647222222222222,830.0546875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,972,1327,return(q) # else empty list is needed for test 468: adding an empty list column,"return(q) # else empty list is needed for test 468: adding an empty list column
continue;",3208,2 NOTEs,0:0,"NOTE:installed package size, NOTE:R code for possible problems",9793215,00:03:53,0.0647222222222222,582.04296875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,997,949,"ansvars = sdvars = dupdiff(names_x, union(bynames, allbyvars))   # TO DO: allbyvars here for vars used by 'by'. Document.","ansvars = sdvars = dupdiff(names_x, union( allbyvars,bynames))   # TO DO: allbyvars here for vars used by 'by'. Document.",3315,1 NOTE,0:0,NOTE:installed package size,9793215,00:04:29,0.0747222222222222,733.515625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1162,73,".Call(Cassign, x, irows, NULL, NULL, NULL) # only purpose is to write 0 to .Last.updated",".Call(Cassign, x, NULL, irows, NULL, NULL) # only purpose is to write 0 to .Last.updated",3820,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:41,0.0613888888888889,286.58203125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1174,693,"if ((ok<-selfrefok(x, verbose=FALSE))==0L)   # ok==0 so no warning when loaded from disk (-1) [-1 considered TRUE by R]","if ((ok<-selfrefok( verbose=FALSE,x))==0L)   # ok==0 so no warning when loaded from disk (-1) [-1 considered TRUE by R]",3856,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:23,0.0563888888888889,1011.08203125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1182,14,if (is.name(name) && ok && verbose) { # && NAMED(x)>0 (TO DO)    # ok here includes -1 (loaded from disk),if (is.name(name) || ok && verbose) { # && NAMED(x)>0 (TO DO)    # ok here includes -1 (loaded from disk),3888,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:18,0.055,420.65625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1182,14,if (is.name(name) && ok && verbose) { # && NAMED(x)>0 (TO DO)    # ok here includes -1 (loaded from disk),if (is.name(name) && ok || verbose) { # && NAMED(x)>0 (TO DO)    # ok here includes -1 (loaded from disk),3889,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:15,0.0541666666666667,294.328125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1198,14,"setalloccol(x, n, verbose=verbose)   # always assigns to calling scope; i.e. this scope","setalloccol(x, verbose=verbose, n)   # always assigns to calling scope; i.e. this scope",3913,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:53,0.0480555555555556,982.46484375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1268,19188,"syms = syms[ substr(syms, 3L, 3L) != """"."""" ]  # exclude ellipsis","syms = syms[ substr(syms, 3L, 3L) > """"."""" ]  # exclude ellipsis",4230,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:41,0.0613888888888889,290.12890625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1328,245,"if (keylen && (ichk || is.logical(i) || (.Call(CisOrderedSubset, irows, nrow(x)) && ((roll == FALSE) || length(irows) == 1L)))) # see #1010. don't set key when i has no key, but irows is ordered and roll != FALSE","if (keylen && (ichk || is.logical(i) || (.Call(CisOrderedSubset, irows, nrow(x)) && ((roll <= FALSE) || length(irows) == 1L)))) # see #1010. don't set key when i has no key, but irows is ordered and roll != FALSE",4425,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:51,0.0641666666666667,748.921875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1328,245,"if (keylen && (ichk || is.logical(i) || (.Call(CisOrderedSubset, irows, nrow(x)) && ((roll == FALSE) || length(irows) == 1L)))) # see #1010. don't set key when i has no key, but irows is ordered and roll != FALSE","if (keylen && (ichk || is.logical(i) || (.Call(CisOrderedSubset, irows, nrow(x)) && ((roll == FALSE) || length(irows) <= 1L)))) # see #1010. don't set key when i has no key, but irows is ordered and roll != FALSE",4426,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:52,0.0644444444444445,614.4765625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1400,1006,length(irows) && !anyNA(irows) && all(irows==0L) ## anyNA() because all() returns NA (not FALSE) when irows is all-NA. TODO: any way to not check all 'irows' values?,length(irows) && !anyNA(irows) && all(irows<=0L) ## anyNA() because all() returns NA (not FALSE) when irows is all-NA. TODO: any way to not check all 'irows' values?,4680,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:53,0.0480555555555556,810.96875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1400,1006,length(irows) && !anyNA(irows) && all(irows==0L) ## anyNA() because all() returns NA (not FALSE) when irows is all-NA. TODO: any way to not check all 'irows' values?,length(irows) && !anyNA(irows) && all(irows<0L) ## anyNA() because all() returns NA (not FALSE) when irows is all-NA. TODO: any way to not check all 'irows' values?,4683,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:34,0.0427777777777778,746.71875,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1400,1006,length(irows) && !anyNA(irows) && all(irows==0L) ## anyNA() because all() returns NA (not FALSE) when irows is all-NA. TODO: any way to not check all 'irows' values?,length(irows) && !anyNA(irows) && all(irows==-1L) ## anyNA() because all() returns NA (not FALSE) when irows is all-NA. TODO: any way to not check all 'irows' values?,4685,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:51,0.0475,829.91015625,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1408,1,if (length(jvnames) > length(jval)) jvnames = jvnames[seq_along(jval)]  #4274,if (length(jvnames) < length(jval)) jvnames = jvnames[seq_along(jval)]  #4274,4712,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:42,0.0616666666666667,357.859375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1408,1,if (length(jvnames) > length(jval)) jvnames = jvnames[seq_along(jval)]  #4274,if (length(jvnames) == length(jval)) jvnames = jvnames[seq_along(jval)]  #4274,4713,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:42,0.0616666666666667,357.8359375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1408,1,if (length(jvnames) > length(jval)) jvnames = jvnames[seq_along(jval)]  #4274,if (length(jvnames) >= length(jval)) jvnames = jvnames[seq_along(jval)]  #4274,4714,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:42,0.0616666666666667,357.86328125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1408,1,if (length(jvnames) > length(jval)) jvnames = jvnames[seq_along(jval)]  #4274,if (length(jvnames) <= length(jval)) jvnames = jvnames[seq_along(jval)]  #4274,4715,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:42,0.0616666666666667,399.80078125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1408,1,if (length(jvnames) > length(jval)) jvnames = jvnames[seq_along(jval)]  #4274,if (length(jvnames) != length(jval)) jvnames = jvnames[seq_along(jval)]  #4274,4716,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:40,0.0611111111111111,284.76953125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1463,257,(roll==FALSE && is.sorted(f__)) # roll==FALSE is fix for #1010,(roll<=FALSE && is.sorted(f__)) # roll==FALSE is fix for #1010,4904,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:38,0.0438888888888889,548.09375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1465,257,"xjisvars = intersect(av, names_x[rightcols])  # no """"x."""" for xvars.","xjisvars = intersect( names_x[rightcols],av)  # no """"x."""" for xvars.",4913,1 NOTE,0:0,NOTE:installed package size,9793215,00:03:05,0.0513888888888889,810.9609375,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
data.table,data.table.R,1471,61,"tt = min(nrow(i),1L)  # min() is here for when nrow(i)==0","tt = min(1L,nrow(i))  # min() is here for when nrow(i)==0",4932,1 NOTE,0:0,NOTE:installed package size,9793215,00:02:41,0.0447222222222222,829.89453125,COMPLETED,COMPLETED,COMPLETED,0:0,0:0,TRUE
